TÁBUA,ALLG-72,AMERICAN EXPERIENCE,AT2000 (Suavizada 10%)_FEM,AT2000 (Suavizada 10%)_MAS,AT-2000 FEMALE,AT-2000 MALE,AT-2000 MEDIA,AT-49 FEMALE,AT-49 MALE,AT-50,AT-55,AT-71,AT-83 FEMALE (Basic),AT-83 FEMALE (IAM),AT-83 MALE (Basic),AT-83 MALE (IAM),BR-EMSmt-v.2010-f,BR-EMSmt-v.2010-m,BR-EMSsb-v.2010-f,BR-EMSsb-v.2010-m,CSG-60,CSO-41,CSO-58,CSO58 - FEM - AGE LAST,CSO58 - FEM - AGE NEAREST,CSO58 - MAS - AGE LAST,CSO58 - MAS - AGE NEAREST,CSO58 FEMALE,CSO58 MALE,CSO80,EB7-75,GAM-71 FEMALE,GAM-71 MALE,GAM-83 - FEMALE,GAM83_BÁSICA - FEMALE,GAM83_BÁSICA - MASC,GAM-83 - MASC,GAM-94 FEMALE,GAM-94MALE,GKF-95,GKM-70,GKM-80,GKM-95,GR-95 MALE,GR-95FEMALE,GRUPAL AMERICANA,HUNTER SEMITROPICAL,Prudential-50,RENTIERS FRANCAIS,Rentiers Français,RP-2000 FEMALE,RP-2000 MEDIA,RP-2000MALE,SGB-51,SGB-71,SGB-75,UP-94 FEMALE,UP-94 MALE,USTP-61,X-17,2012 IAM Basic Table – Male. ANB,2012 IAM Basic Table – Female. ANB,Tabla de Mortalidad RV-2004 – Hombres,Tabla de Mortalidad RV-2004 – Mujeres,CPM2014 Private – Male,CPM2014 Private – Female,2007 Standard Mortality Table for Post Annuitization - Male,2007 Standard Mortality Table for Post Annuitization - Female,CL5 (2010-2013),CL6 (2010-2013),IBGE 2006  Ambos os Sexos,IBGE 2007  Ambos os Sexos,IBGE 2008  Ambos os Sexos,IBGE 2009  Ambos os Sexos,IBGE 2012  Ambos os Sexos,IBGE 2012  Mulheres,IBGE 2012  Homens,IBGE 2013  Ambos os Sexos,IBGE 2013  Mulheres,IBGE 2013  Homens,IBGE 2014  Ambos os Sexos,IBGE 2014  Mulheres,IBGE 2014  Homens,IBGE 2015  Ambos os Sexos,IBGE 2015 Mulheres,IBGE 2015  Homens,IBGE 2016  Ambos os Sexos,IBGE 2016 Mulheres,IBGE 2016  Homens,IBGE 2017  Ambos os Sexos,IBGE 2017 Mulheres,IBGE 2017  Homens,IBGE 2018  Ambos os Sexos,IBGE 2018 Mulheres,IBGE 2018  Homens,IBGE 2019  Ambos os Sexos,IBGE 2019 Mulheres,IBGE 2019  Homens,IBGE 2020  Ambos os Sexos,IBGE 2020 Mulheres,IBGE 2020  Homens,BR-EMSmt-v.2015-f,BR-EMSmt-v.2015-m,BR-EMSsb-v.2015-f,BR-EMSsb-v.2015-m,BR-EMSmt-v.2021-f,BR-EMSmt-v.2021-m,BR-EMSsb-v.2021-f,BR-EMSsb-v.2021-m,BENTZIEN,Experiência CAP,GRUPAL AMERICANA,IAPC,IBA (FERROVIARIOS),MULLER,RP-2000 DISABLED FEMALE,RP-2000 DISABLED MALE,RRB-44,TASA/1927,WINKLEVOSS,ZIMMERMANN,ZIMMERMANN (FERR. ALEMAES),MI-2006 Masculino,MI-2006 Feminino,Pri-2012 Male Disabled Retiree,Pri-2012 Female Disabled Retiree,MI-85 Masculino,MI-85 Feminino,ALVARO VINDAS,GRUPO AMERICANA,HUNTER'S,IAPB-57 Forte,IAPB-57 FRACA,IBA (FERROVIARIOS),LIGHT FORTE,LIGHT MEDIA,LIGHT FRACA,MULLER,PRUDENTIAL (FERR. APOSENT.),RGPS-99/02 M.M,RRB-1944 Mod - Fem,RRB-1944 Mod - Masc,TASA-1927,WYATT 1985 ,ZIMMERMANN EMPR. ESCRIT,Atuários Ingleses,Hubbard Laffitte,J.P. Jansen,Kinkelin,Moser,Samuel Dumas
102, ,,0.248805,0.263745,0.271406,0.289305,0.280356,0.526477,0.531389,0.42281,0.388956,0.49576,0.398774,0.275201,0.405613,0.315826,0.37357,0.37357,0.29622,0.29622,,,,1.00,1.00,,,0.70855,,,0.75284,0.394167,0.37722,0.358897,0.398774,0.405613,0.365052,0.317093,0.35033,0.2317253,0.619026,0.4496333,0.323558,0.199483, 0.1424680,,,0.402622,0.6467,0.6467,0.254498,0.313092,0.371685,1.00,,0.917925,0.34096,0.376699,,,0.344191,0.304716,0.328313256,0.267420792,0.41191,0.36161,0.19865,0.147,0.382261,0.239737,,,,,0.498081940082947,0.42737068,0.680373985430903,0.400647407376884,0.348128134390084,0.537290347027501,0.460311229683713,0.392773931639749,0.639777504216044,0.443870730334655,0.377955282745227,0.621333233825481,0.421419213052717,0.35738572035407,0.599083615616471,0.415795588769899,0.352635273402811,0.588460863896773,0.40354482348386,0.34167897179843,0.57403456119528,0.392282011508477,0.331824155783919,0.560733329283831,0.382115687051516,0.32282315490873,0.548474790433125,0.3035828,0.3035828,0.2190084,0.3035828,0.2936315215,0.3693667774,0.251041735,0.3678627306,0.75,0.389255748842245,,,,,0.254498,0.371685,,,0.46409,,,0.346961,0.3059232,0.37794,0.32549,0.437337873,0.442070622,,,,,,,,,0.00,,,,,,,,,,,,,,
103, ,,0.270326,0.287334,0.292893,0.313391,0.303142,0.566872,0.566757,0.52404,0.439806,0.56169,0.439825,0.2975,0.43678,0.342377,0.40904,0.40904,0.32488,0.32488,,,,,,,,1.00,,,0.75284,0.430366,0.406205,0.395843,0.439825,0.43678,0.393102,0.338505,0.368542,0.244258,0.694427,0.4833716,0.33846,0.212481, 0.1533160,,,0.446479,0.71578,0.68147,0.266044,0.324542,0.38304,,,1.00,0.364586,0.396884,,,0.364633,0.325819,0.341965728,0.288067164,0.43454,0.38072,0.21142,0.15865,0.41071,0.262537,,,,,0.608417832160439,0.51425694,0.830887568903315,0.478383452148941,0.40908774159593,0.659729176734784,0.558141713481649,0.468079890237111,0.78610181356382,0.536155759302233,0.448394650806291,0.764589884335974,0.506104830760041,0.421193507392883,0.737813450677827,0.498604758227439,0.414962445590196,0.724754134780196,0.482249134782356,0.400592220270166,0.706755094612921,0.467243489454252,0.387725029051973,0.689923350681036,0.453733087437188,0.376023756639943,0.674233793795911,0.3282651,0.3282651,0.2420264,0.3282651,0.3241673555,0.4062675254,0.2809524744,0.4062675254,0.75,0.409076062900187,,,,,0.266044,0.38304,,,0.53204,,,0.3692183,0.32797885,0.39633,0.34472,0.46429143,0.47393959,,,,,,,,,0.00,,,,,,,,,,,,,,
104, ,,0.295719,0.314649,0.318023,0.34094,0.329482,0.608017,0.602714,0.591116,0.466881,0.59488,0.487067,0.32339,0.474728,0.372086,0.44788,0.44788,0.35632,0.35632,,,,,,,,,,,0.75284,0.471522,0.441497,0.43836,0.487067,0.474728,0.427255,0.361016,0.387855,0.2571923,0.733028,0.4994171,0.353712,0.226008, 0.1647500,,,0.497094,0.74927,0.71578,0.279055,0.335529,0.392003,,,,0.389996,0.418855,,,0.384783,0.346936,0.356185919,0.31030755,0.45879,0.39894,0.22474,0.1709,0.440086,0.287859,,,,,0.749208505325034,0.62987372,0.955315277882826,0.58225564132494,0.489825336755053,0.808584235888816,0.686680719293026,0.568648761022824,0.926218073954942,0.658373630930831,0.542345931289593,0.90970288927945,0.619012130606457,0.505947975074831,0.886978447869635,0.609111005693973,0.497635435438727,0.875070689334073,0.587403135539948,0.478457300893965,0.857821383954979,0.567402736497933,0.461329546492703,0.840862908178557,0.549352024506975,0.44580076016759,0.824381987457898,0.3549543,0.3549543,0.2674637,0.3549543,0.3579788802,0.4486313948,0.3150074012,0.4486313948,0.75,0.429552864691759,,,,,0.279055,0.392003,,,0.61229,,,0.39290332,0.35113077,0.41415,0.36375,0.492116478,0.506936482,,,,,,,,,0.00,,,,,,,,,,,,,,
105, ,,0.325576,0.346177,0.347373,0.372398,0.359886,0.649459,0.638956,0.670358,0.495076,0.62802,0.542018,0.353414,0.521701,0.405278,0.49042,0.49042,0.3908,0.3908,,,,,,,,,,,0.75284,0.519196,0.485182,0.487816,0.542018,0.521701,0.469531,0.383597,0.407224,0.2705332,0.772005,0.5148421,0.369313,0.240062, 0.1767700,,,0.557578,,0.74927,0.293116,0.345501,0.397886,,,,0.41518,0.440585,,,0.40,0.367898,0.370997438,0.334265019,0.47904,0.41916,0.23861,0.18376,1.00,1.00,,,,,0.89694771916261,0.77473617,0.997441585630286,0.717107884237036,0.597595149929665,0.941737358636559,0.837529054117569,0.700099557305087,0.992530933770099,0.807130052958874,0.666473292503758,0.988462859471059,0.761887689912222,0.618900291014464,0.981268569450089,0.750044844040343,0.60792413393557,0.976741808638962,0.723505472891103,0.582456926469381,0.969247291225942,0.698452081038817,0.55961094459043,0.960792866604172,0.67542388227182,0.538851375976459,0.951546843042278,0.3838133,0.3838133,0.2955744,0.3838133,0.3954921207,0.4951993429,0.3538938757,0.4951993429,0.75,0.450655838097938,,,,,0.293116,0.397886,,,0.7064,,,0.41810763,0.37547823,0.43131,0.38243,0.520714313,0.540888109,,,,,,,,,0.00,,,,,,,,,,,,,,
106, ,,0.360491,0.382403,0.38152,0.40821,0.394865,0.690674,0.675143,0.775525,0.524406,0.66095,0.60654,0.388111,0.579939,0.442277,0.537,0.537,0.42862,0.42862,,,,,,,,,,,0.75284,0.57495,0.539343,0.545886,0.60654,0.579939,0.521945,0.405217,0.425599,0.2842853,,0.5296059,0.385264,0.254644, 0.1893770,,,0.630737,,,0.307811,0.353906,0.40,,,,0.438126,0.460043,,,0.40,0.387607,0.386424874,0.360072137,0.49928,0.43937,0.25305,0.19724,,,,,,,0.984656702513311,0.91771059,0.999993075786534,0.867875828570354,0.736118708126977,0.995497278102076,0.959006290980143,0.851250451504348,0.999938441130939,0.940795059742283,0.816056724767694,0.999849388596674,0.907527166870944,0.761798817868903,0.999588666771484,0.897661976228259,0.748659734950527,0.99935377897277,0.873921506419019,0.717413077064984,0.99883882171193,0.849572298385691,0.68861625568684,0.998061133014154,0.825676138903152,0.661937564732805,0.996961101062285,0.4150187,0.4150187,0.3266396,0.4150187,0.4369781903,0.5461625216,0.3984032833,0.5461625216,0.75,1.00,,,,,0.307811,0.40,,,0.81619,,,0.4449287,0.40092596,0.44771,0.40065,0.549965245,0.575582196,,,,,,,,,0.00,,,,,,,,,,,,,,
107, ,,0.401054,0.423813,0.421042,0.448823,0.434933,0.731092,0.710898,0.833333,0.554886,0.6935,0.682566,0.428023,0.651687,0.483406,0.58801,0.58801,0.47011,0.47011,,,,,,,,,,,0.75284,0.640345,0.606069,0.614309,0.682566,0.651687,0.586518,0.424846,0.441935,0.2984535,,0.5436774,0.401566,0.269753, 0.2025700,,,0.722942,,,0.322725,0.361363,0.40,,,,0.456824,0.4752,,,0.40,0.40,0.40249384,0.387871708,0.5195,0.45956,0.26806,0.21135,,,,,,,0.999728298841326,0.99055555,0.999999999951925,0.973752187998558,0.885494195139494,0.999978134084259,0.997869243554986,0.96610291471403,0.999999996179251,0.995340263565944,0.946500091729394,0.99999997701967,0.987855353832032,0.907464024555553,0.999999827078837,0.984885434599056,0.89648870272735,0.999999570749185,0.976278110123611,0.868182360111883,0.999998600444919,0.96527113573311,0.839555105899327,0.99999605327391,0.952312000519526,0.811089249815972,0.999990178980847,0.4487611,0.4487611,0.3609698,0.4487611,0.4828689008,0.6016906041,0.4494033446,0.6016906041,0.75,1.00,,,,,0.322725,0.40,,,0.94334,,,0.47347022,0.4274759,0.46329,0.41828,0.579728141,0.610766967,,,,,,,,,0.00,,,,,,,,,,,,,,
108, ,,0.44786,0.470893,0.466516,0.494681,0.480599,0.770105,0.745822,1.00,0.587554,0.72552,0.772094,0.473692,0.739187,0.528989,0.64387,0.64387,0.51562,0.51562,,,,,,,,,,,0.75284,0.716944,0.687444,0.694885,0.772094,0.739187,0.665268,0.444368,0.457553,0.3130424,,0.5570355,0.418216,0.285391, 0.2163490,,,0.804429,,,0.337441,0.368721,0.40,,,,0.471493,0.48567,,,0.40,0.40,0.419231013,0.41781756,0.5397,0.47973,0.28366,0.22612,,,,,,,0.999999924868454,0.9999003,1.00,0.999167523038943,0.980734600979622,0.999999999519559,0.999995221693249,0.998574456078279,1.00,0.999976550529546,0.996246980049433,1.00,0.999832549590976,0.987837777653741,0.99999999999997,0.999736633279305,0.98450919251675,0.999999999999816,0.999326534020257,0.973884588880044,0.999999999998039,0.99849962439345,0.960100226111907,0.999999999984392,0.99706231438475,0.943363105055168,0.999999999903236,0.485247,0.485247,0.3989082,0.485247,0.533396625,0.6615649727,0.5079349596,0.6615649727,0.75,1.00,,,,,0.337441,0.40,,,1.00,,,0.50384254,0.454935,0.478,0.43522,0.609840392,0.646152424,,,,,,,,,0.00,,,,,,,,,,,,,,
109, ,,0.501498,0.524128,0.51852,0.546231,0.532376,1.00,1.00,,0.624586, ,0.877193,0.525658,0.844683,0.579351,0.70505,0.70505,0.56553,0.56553,,,,,,,,,,,1.00,0.806309,0.785555,0.789474,0.877193,0.844683,0.760215,0.464469,0.47315,0.3280568,,0.5696683,0.435217,0.301557, 0.2307150,,,0.916667,,,0.351544,0.375772,0.40,,,,0.483473,0.492807,,,0.40,0.40,0.436664178,0.450075399,0.55987,0.50988,0.29986,0.24154,,,,,,,0.999999999999994,0.99999999,1.00,0.999999284897178,0.99956386825903,1.00,0.999999999977117,0.999997881761525,1.00,0.999999999447354,0.999984913117418,1.00,0.999999971573171,0.999832048781346,1.00,0.999999929426841,0.99972285201888,1.00,0.999999533514174,0.999176308447974,1.00,0.999997650910909,0.997987921633327,1.00,0.999990832177377,0.99576160931332,1.00,0.5246993,0.5246993,0.4408339,0.5246993,0.588770321,0.7250264216,0.5750130913,0.7250264216,,,,,,,,,,,,,,0.53584154,0.483015,0.49181,0.45139,0.640118617,0.681413731,,,,,,,,,0.00,,,,,,,,,,,,,,
110, ,,0.562563,0.584004,0.577631,0.603917,0.590774,,,,0.670361, ,1.00,0.584462,1.00,0.634814,0.77204,0.77204,0.62029,0.62029,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,0.482325,0.486745,0.3435016,,0.5815724,0.452567,0.31825, 0.2456670,,,1.00,,,0.364617,0.382309,0.40,,,,0.492436,0.497189,,,0.40,0.40,1.00,1.00,0.58,0.53,0.31667,0.25764,,,,,,,1.00,1.00,1.00,0.999999999999488,0.999999805470162,1.00,1.00,0.999999999995506,1.00,1.00,0.999999999771471,1.00,0.999999999999999,0.999999971402278,1.00,0.999999999999995,0.999999921811791,1.00,0.999999999999782,0.99999930003147,1.00,0.999999999994473,0.999995745556503,1.00,0.999999999915689,0.999980671530688,1.00,0.5673592,0.5673592,0.4871661,0.5673592,0.651327613,0.7905941252,0.651327613,0.7905941252,,,,,,,,,,,,,,1.00,1.00,0.50,0.46673,1.00,1.00,,,,,,,,,0.00,,,,,,,,,,,,,,
111, ,,0.631645,0.651007,0.644427,0.668186,0.656307,,,,0.733619, ,,0.650646,,0.695704,0.8454,0.8454,0.68035,0.68035,,,,,,,,,,,,,,,,,,0.49511,0.496356,0.3593815,,0.5927517,0.470267,0.335472, 0.2612050,,,,,,0.376246,0.388123,0.40,,,,0.498054,0.499394,,,0.40,0.40,1.00,1.00,0.60,0.55,0.33409,0.27443,,,,,,,1.00,1.00,1.00,1.00,0.999999999999962,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.999999999999999,1.00,1.00,0.999999999999994,1.00,1.00,0.99999999999951,1.00,1.00,0.999999999981861,1.00,1.00,0.999999999624706,1.00,0.6134875,0.6134875,0.5383679,0.6134875,0.7366778976,0.855635952,0.7366778976,0.855635952,,,,,,,,,,,,,,,,0.50,0.4812,,,,,,,,,,,0.00,,,,,,,,,,,,,,
112, ,,0.709338,0.725622,0.719484,0.739483,0.729484,,,,0.831839, ,,0.72475,,0.762343,0.92575,0.92575,0.74623,0.74623,,,,,,,,,,,,,,,,,,0.50,0.50,0.3757011,,0.6032171,0.488317,0.353221, 0.2773300,,,,,,0.386015,0.393008,0.40,,,,0.50,0.50,,,0.40,0.40,1.00,1.00,0.62,0.57,0.35216,0.29193,,,,,,,,,,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,0.6633662,0.6633662,0.594951,0.6633662,0.8282022535,0.9153523739,0.8282022535,0.9153523739,,,,,,,,,,,,,,,,0.50,0.49477,,,,,,,,,,,0.00,,,,,,,,,,,,,,
113, ,,0.796233,0.808336,0.80338,0.818254,0.810817,,,,1.00, ,,0.807316,,0.835056,1.00,1.00,0.81849,0.81849,,,,,,,,,,,,,,,,,,0.50,0.50,0.3924654,,0.6129851,0.506717,0.371499, 0.2940410,,,,,,0.393507,0.396754,0.40,,,,0.50,0.50,,,0.40,0.40,1.00,1.00,0.64,0.59,0.37085,0.31014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7173002,0.7173002,0.657481,0.7173002,0.9165748019,0.9629801222,0.9165748019,0.9629801222,,,,,,,,,,,,,,,,0.50,0.50,,,,,,,,,,,0.00,,,,,,,,,,,,,,
114, ,,0.892923,0.899633,0.896693,0.904945,0.900819,,,, , ,,0.898885,,0.914167,,,0.89776,0.89776,,,,,,,,,,,,,,,,,,0.50,0.50,0.4096791,,0.6220767,0.525466,0.390304, 0.3113380,,,,,,0.398308,0.399154,0.40,,,,0.50,0.50,,,0.40,0.40,1.00,1.00,0.66,0.61,0.3902,0.32909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7756192,0.7756192,0.7265831,0.7756192,0.9809465143,0.9912628352,0.9809465143,0.9912628352,,,,,,,,,,,,,,,,0.50,0.50,,,,,,,,,,,0.00,,,,,,,,,,,,,,
115, ,,1.00,1.00,1.00,1.00,1.00,,,,,,,1.00,,1.00,,,0.98471,0.98471,,,,,,,,,,,,,,,,,,0.50,0.50,0.4273468,,0.630517,0.544565,0.409637, 0.3292220,,,,,,0.40,0.40,0.40,,,,0.50,0.50,,,0.40,0.40,1.00,1.00,1.00,1.00,0.41021,0.34878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8386798,0.8386798,0.8029478,0.8386798,0.9998161972,0.9996218265,0.9998161972,0.9996218265,,,,,,,,,,,,,,,,0.50,0.50,,,,,,,,,,,0.00,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,,,,,,1.,1.,,,,,,,,,,,,,,,,,,0.5,0.5,0.4454735,,,0.564014,0.429498, 0.3476920,,,,,,0.4,0.4,0.4,,,,0.5,0.5,,,0.4,0.4,1.,1.,,,0.43089,0.36923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9068674,0.9068674,0.8873386,0.9068674,1.,0.9999999975,1.,0.9999999975,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,0.,,,,,,,,,,,,,,
117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.4640639,,,0.583813,0.449887, 0.3667480,,,,,,0.4,0.4,0.4,,,,0.5,0.5,,,0.4,0.4,1.,1.,,,0.45226,0.39045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9805989,0.9805989,0.9805989,0.9805989,,1.,,1.,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,0.,,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.4831226,,,0.603962,0.470804, 0.3863910,,,,,,0.4,0.4,0.4,,,,0.5,0.5,,,0.4,0.4,1.,1.,,,0.47432,0.41246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.,1.,1.,1.,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,0.,,,,,,,,,,,,,,
119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,1.,,,1.,0.492248, 0.4066200,,,,,,0.4,0.4,0.4,,,,0.5,0.5,,,0.4,0.4,1.,1.,,,0.49708,0.43527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.,1.,1.,1.,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,0.,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.,1.,,,,,0.514221, 0.4274350,,,,,,1.,1.,1.,,,,1.,1.,,,0.4,0.4,1.,1.,,,0.52057,0.4589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.,1.,,,,,,,,,,,0.,,,,,,,,,,,,,,
121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.536722, 0.4488370,,,,,,,,,,,,,,,,,,,,,,1.,0.50864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55975, 0.4708250,,,,,,,,,,,,,,,,,,,,,,,0.53479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,,,,,,,,,,,,,,
123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.583306, 0.4933990,,,,,,,,,,,,,,,,,,,,,,,0.56182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.607391, 0.5165590,,,,,,,,,,,,,,,,,,,,,,,0.58972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,,,,,,,,,,,,,,
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.632003, 0.5403070,,,,,,,,,,,,,,,,,,,,,,,1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,,,,,,,,,,,,,,
126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1., 1.0000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
