TÁBUA,ALLG-72,AMERICAN EXPERIENCE,AT2000 (Suavizada 10%)_FEM,AT2000 (Suavizada 10%)_MAS,AT-2000 FEMALE,AT-2000 MALE,AT-2000 MEDIA,AT-49 FEMALE,AT-49 MALE,AT-50,AT-55,AT-71,AT-83 FEMALE (Basic),AT-83 FEMALE (IAM),AT-83 MALE (Basic),AT-83 MALE (IAM),BR-EMSmt-v.2010-f,BR-EMSmt-v.2010-m,BR-EMSsb-v.2010-f,BR-EMSsb-v.2010-m,CSG-60,CSO-41,CSO-58,CSO58 - FEM - AGE LAST,CSO58 - FEM - AGE NEAREST,CSO58 - MAS - AGE LAST,CSO58 - MAS - AGE NEAREST,CSO58 FEMALE,CSO58 MALE,CSO80,EB7-75,GAM-71 FEMALE,GAM-71 MALE,GAM-83 - FEMALE,GAM83_BÁSICA - FEMALE,GAM83_BÁSICA - MASC,GAM-83 - MASC,GAM-94 FEMALE,GAM-94MALE,GKF-95,GKM-70,GKM-80,GKM-95,GR-95 MALE,GR-95FEMALE,GRUPAL AMERICANA,HUNTER SEMITROPICAL,Prudential-50,RENTIERS FRANCAIS,Rentiers Français,RP-2000 FEMALE,RP-2000 MEDIA,RP-2000MALE,SGB-51,SGB-71,SGB-75,UP-94 FEMALE,UP-94 MALE,USTP-61,X-17,2012 IAM Basic Table – Male. ANB,2012 IAM Basic Table – Female. ANB,Tabla de Mortalidad RV-2004 – Hombres,Tabla de Mortalidad RV-2004 – Mujeres,CPM2014 Private – Male,CPM2014 Private – Female,2007 Standard Mortality Table for Post Annuitization - Male,2007 Standard Mortality Table for Post Annuitization - Female,CL5 (2010-2013),CL6 (2010-2013),IBGE 2006  Ambos os Sexos,IBGE 2007  Ambos os Sexos,IBGE 2008  Ambos os Sexos,IBGE 2009  Ambos os Sexos,IBGE 2012  Ambos os Sexos,IBGE 2012  Mulheres,IBGE 2012  Homens,IBGE 2013  Ambos os Sexos,IBGE 2013  Mulheres,IBGE 2013  Homens,IBGE 2014  Ambos os Sexos,IBGE 2014  Mulheres,IBGE 2014  Homens,IBGE 2015  Ambos os Sexos,IBGE 2015 Mulheres,IBGE 2015  Homens,IBGE 2016  Ambos os Sexos,IBGE 2016 Mulheres,IBGE 2016  Homens,IBGE 2017  Ambos os Sexos,IBGE 2017 Mulheres,IBGE 2017  Homens,IBGE 2018  Ambos os Sexos,IBGE 2018 Mulheres,IBGE 2018  Homens,IBGE 2019  Ambos os Sexos,IBGE 2019 Mulheres,IBGE 2019  Homens,IBGE 2020  Ambos os Sexos,IBGE 2020 Mulheres,IBGE 2020  Homens,BR-EMSmt-v.2015-f,BR-EMSmt-v.2015-m,BR-EMSsb-v.2015-f,BR-EMSsb-v.2015-m,BR-EMSmt-v.2021-f,BR-EMSmt-v.2021-m,BR-EMSsb-v.2021-f,BR-EMSsb-v.2021-m,BENTZIEN,Experiência CAP,GRUPAL AMERICANA,IAPC,IBA (FERROVIARIOS),MULLER,RP-2000 DISABLED FEMALE,RP-2000 DISABLED MALE,RRB-44,TASA/1927,WINKLEVOSS,ZIMMERMANN,ZIMMERMANN (FERR. ALEMAES),MI-2006 Masculino,MI-2006 Feminino,Pri-2012 Male Disabled Retiree,Pri-2012 Female Disabled Retiree,MI-85 Masculino,MI-85 Feminino,ALVARO VINDAS,GRUPO AMERICANA,HUNTER'S,IAPB-57 Forte,IAPB-57 FRACA,IBA (FERROVIARIOS),LIGHT FORTE,LIGHT MEDIA,LIGHT FRACA,MULLER,PRUDENTIAL (FERR. APOSENT.),RGPS-99/02 M.M,RRB-1944 Mod - Fem,RRB-1944 Mod - Masc,TASA-1927,WYATT 1985 ,ZIMMERMANN EMPR. ESCRIT,Atuários Ingleses,Hubbard Laffitte,J.P. Jansen,Kinkelin,Moser,Samuel Dumas
18,0.00132,0.00773,0.000219,0.000463,0.000244,0.00051,0.000377,0.000334,0.000584,0.000584,0.000517,0.00047,0.000187,0.000229,0.000392,0.000472,0.00037,0.0009,0.00031,0.00066,0.00199,0.0023,0.00169,0.0015,0.00146,0.001715,0.00169,0.00056,0.00076,0.00178,0.001314,0.000231,0.000471,0.000168,0.000187,0.000392,0.000353,0.000273,0.00046,0.0003392,0.00124,0.0011156,0.001595,0.001291, 0.0003240,0.00231,,0.000576,0.00648,0.00648,0.000188,0.000252,0.000316,0.002771,0.001918,0.001529,0.000293,0.000495,0.00102,0.00134,0.000399,0.000234,,,0.00076,0.00017,0.0003,0.00012,0.000235,0.00011,0.001278436518428,0.001244064372663,0.00122025624215,0.001187915673837,0.001309005041391,0.00053251,0.002060643389617,0.001141409467002,0.000495536850886,0.001777144742689,0.001241268088736,0.000499219985777,0.001957194397604,0.001216199815497,0.000489322641885,0.001910772379559,0.001183,0.000479,0.001864,0.00116015286819,0.000467030564113,0.0018293269345,0.00113787396455,0.000457133028265,0.001783583733698,0.001113794422519,0.000446740786447,0.001746937212015,0.001091417089446,0.000434741342605,0.001712499342129,0.0002244,0.0008963,0.0001708,0.000374,0.0004002628,0.0007515943,0.0003156078,0.0006461586,0.00,0.15998558632915,0.229,0.1037,0.11,,,,0.026,0.00005,0.00,,0.11,0.00415449,0.00668042,0.00865,0.00307,0.015388162,0.009409113,0.00057,0.00035,0.00448,0.1467,0.00116,0.0065,0.00025,0.00013,0.00002,,,0.00,0.0018,0.0012,0.0004,0.00026,,6.216,4.14,0.00,6.02,6.36,6.61
19,0.00135,0.00777,0.000234,0.00048,0.00026,0.000528,0.000394,0.000354,0.000603,0.000603,0.000534,0.00049,0.000199,0.000244,0.000405,0.000488,0.00037,0.00101,0.0003,0.00074,0.00203,0.00237,0.00174,0.00158,0.00154,0.0017649,0.00174,0.00063,0.0008,0.00186,0.001325,0.000245,0.000486,0.000179,0.000199,0.000405,0.000365,0.00028,0.000484,0.0003303,0.001255,0.0011278,0.001579,0.001292, 0.0003260,0.00232,,0.000594,0.00675,0.00675,0.00019,0.000261,0.000331,0.002826,0.001925,0.001579,0.000301,0.000521,0.00108,0.00141,0.00043,0.000245,,,0.00085,0.00019,0.00034,0.00013,0.000241,0.000115,0.001403072080064,0.001365432113288,0.001341343439171,0.00130418939082,0.001414144096741,0.00054621,0.002253760885628,0.001275336161884,0.000523016664365,0.002014320367726,0.001342953117011,0.000514229359629,0.002145435874841,0.001313444029542,0.000504813837745,0.002094857543726,0.001282,0.000491,0.002045,0.001253524202944,0.000480687915583,0.002002273348542,0.001229421773494,0.000471272466688,0.001955079970029,0.001203453950016,0.000457984534066,0.001914903695834,0.001178774895289,0.00044656474308,0.001875718987135,0.0002806,0.0010702,0.0002035,0.0004909,0.0004141746,0.0008328873,0.0003234593,0.0007265512,0.00,0.1553793631697,0.217,0.1015,0.106,,,,0.026,0.00005,0.00,,0.106,0.00417576,0.00671204,0.00981,0.00307,0.015449273,0.009440518,0.000569,0.00038,0.00441,0.1174,0.00121,0.0063,0.0003,0.00016,0.00002,,,0.00,0.0018,0.0012,0.00043,0.00028,,5.913,4.25,0.00,5.89,5.90,6.69
20,0.00132,0.0078,0.00025,0.000499,0.000277,0.000549,0.000413,0.000376,0.000624,0.000624,0.000553,0.0005,0.00021,0.00026,0.000419,0.000505,0.00037,0.0011,0.0003,0.0008,0.00209,0.00243,0.00179,0.0016549,0.00162,0.00181,0.00179,0.0007,0.00084,0.0019,0.001336,0.00026,0.000503,0.000189,0.00021,0.000419,0.000377,0.000284,0.000507,0.0003262,0.00127,0.00114,0.00155,0.001294, 0.0003290,0.00233,0.00896,0.000614,0.0069,0.0069,0.000191,0.000268,0.000345,0.002886,0.001932,0.001633,0.000305,0.000545,0.00115,0.00146,0.000459,0.000253,0.000532847,0.000277509,0.00093,0.0002,0.00037,0.00014,0.000248,0.00012,0.001530289391605,0.001489347508596,0.001465320719876,0.001422944980453,0.001517928392883,0.00055792,0.002446223473943,0.001378903900357,0.000537513838138,0.002203755468744,0.001443875790109,0.000527904736911,0.002334066580369,0.001409533537034,0.000519053882851,0.002279251360233,0.00138,0.000503,0.002226,0.001345913327936,0.000493066033227,0.002175175110994,0.001320088596489,0.000484348968332,0.002126730617655,0.001292273816198,0.000467798052449,0.002083392270772,0.001265046436858,0.000457081476502,0.002039121633691,0.0003307,0.0011606,0.0002313,0.0006045,0.0004229018,0.0009020711,0.0003283383,0.0007931791,0.1044,0.150897623436613,0.205,0.0994,0.102,0.10,,,0.026,0.00005,0.0084,0.102,0.102,0.00419703,0.00674443,0.01036,0.00307,0.015514838,0.009474391,0.000569,0.0004,0.00435,0.0967,0.00123,0.0062,0.00036,0.00019,0.00003,0.00076,,0.00004,0.0018,0.0012,0.00046,0.0003,0.0002,5.698,4.365,4.50,5.78,5.39,6.77
21,0.00128,0.00786,0.000265,0.000519,0.000294,0.000573,0.000434,0.000398,0.000648,0.000648,0.000574,0.00052,0.000223,0.000276,0.000435,0.000525,0.00036,0.00117,0.0003,0.00085,0.00214,0.00251,0.00183,0.001715,0.00169,0.0018449,0.00183,0.00076,0.00087,0.00191,0.001347,0.000275,0.000522,0.000201,0.000223,0.000435,0.000392,0.000286,0.00053,0.0003364,0.001285,0.0011522,0.001509,0.001295, 0.0003420,0.00234,0.00901,0.000636,0.00692,0.00692,0.000192,0.000275,0.000357,0.002953,0.001939,0.001693,0.000308,0.00057,0.00122,0.00149,0.000492,0.00026,0.000569311,0.000290737,0.00101,0.00021,0.0004,0.00016,0.000256,0.000125,0.001657330232805,0.001630006018723,0.001588427070797,0.001541281021286,0.001621173670847,0.00057493,0.002633350487463,0.001481535940077,0.000550481152513,0.002392801058911,0.001544013147913,0.000546141572566,0.002516810728271,0.001505005607477,0.000537543706108,0.002457819043466,0.001477,0.000518,0.002401,0.001437626961829,0.000509559089223,0.002342891924824,0.00140996744323,0.000501258356515,0.002292854303471,0.001380227478109,0.000481971615144,0.002246073793253,0.001350587688566,0.000471578491735,0.002197136984917,0.0003653,0.0011614,0.000252,0.0007069,0.0004275454,0.0009569951,0.0003308993,0.0008437119,0.1005,0.146538894293629,0.193,0.0973,0.0981,0.10,0.00745,0.022571,0.026,0.00005,0.00853,0.0981,0.0981,0.0042183,0.00677974,0.01044,0.00309,0.015585183,0.009510925,0.000569,0.00043,0.0043,0.0824,0.00129,0.006,0.00043,0.00023,0.00003,0.00082,,0.00008,0.0018,0.0012,0.00049,0.00031,0.00023,5.516,4.495,4.55,5.68,5.12,6.87
22,0.00112,0.00791,0.000281,0.000542,0.000312,0.000599,0.000456,0.000421,0.000674,0.000674,0.000597,0.00054,0.000236,0.000293,0.000453,0.000546,0.00036,0.00122,0.00029,0.00089,0.00218,0.00259,0.00186,0.0017649,0.00174,0.0018749,0.00186,0.0008,0.00089,0.00189,0.001358,0.000292,0.000544,0.000212,0.000236,0.000453,0.000408,0.000289,0.000556,0.0003613,0.0013,0.0011644,0.001464,0.001296, 0.0003660,0.00236,0.00907,0.000661,0.00681,0.00681,0.000194,0.00028,0.000366,0.003027,0.001946,0.001758,0.000311,0.000598,0.00127,0.00152,0.000526,0.000266,0.000608271,0.000304597,0.00108,0.00022,0.00043,0.00017,0.000264,0.000129,0.001755796660812,0.001726792561313,0.001682349868554,0.001631346699982,0.001693436547474,0.00059504,0.002758035659699,0.001583435193137,0.000568322206698,0.002576327474354,0.001613421360296,0.000566458927023,0.002637817139701,0.001571441861187,0.00055736522824,0.002576186664462,0.001543,0.000536,0.002516,0.001500904487933,0.000527382993757,0.002453135974817,0.001471195723892,0.000518536846568,0.002402378785158,0.001440346908514,0.000497397183527,0.002352337132284,0.001409245716226,0.000487405261467,0.002300412839527,0.0003893,0.0011614,0.0002726,0.0007623,0.0004295039,0.0009976223,0.0003319107,0.0008765021,0.0966,0.142301737345193,0.182,0.0952,0.0943,0.10,0.00745,0.022571,0.026,0.00005,0.00872,0.0943,0.0943,0.00423957,0.00681654,0.01041,0.00335,0.015660654,0.009550328,0.000569,0.00046,0.00424,0.0728,0.00132,0.0059,0.00051,0.00027,0.00004,0.00088,,0.00011,0.0018,0.0012,0.00052,0.00034,0.00026,5.411,4.604,4.60,5.60,4.96,6.97
23,0.00117,0.00796,0.000298,0.000566,0.00033,0.000627,0.000479,0.000446,0.000702,0.000702,0.000622,0.00057,0.00025,0.000311,0.000471,0.00057,0.00035,0.00125,0.00029,0.00092,0.00221,0.00268,0.00189,0.00181,0.00179,0.0019,0.00189,0.00084,0.00091,0.00186,0.00136,0.000309,0.000566,0.000225,0.00025,0.000471,0.000424,0.000292,0.000589,0.000391,0.001315,0.0011766,0.001424,0.001297, 0.0003950,0.00238,0.00915,0.000688,0.00662,0.00662,0.000197,0.000285,0.000373,0.003108,0.001948,0.001831,0.000313,0.000633,0.00128,0.00154,0.000569,0.000272,0.000649897,0.000319116,0.00115,0.00024,0.00043,0.00018,0.000273,0.000134,0.00181741036824,0.001786198001655,0.001738488402027,0.00168498463637,0.00172736891086,0.00062049,0.002803808284734,0.001654001804863,0.000587340380881,0.00269779567824,0.001644591653144,0.000590511681164,0.002680386583157,0.001601930119056,0.000579921302477,0.00261809433516,0.001572,0.000558,0.002555,0.001528924449547,0.000547939709091,0.002490610580618,0.001496869199093,0.000537249814603,0.002440101926888,0.001465900963061,0.000515557118824,0.002386907065046,0.001434629675554,0.000505962521881,0.00233427898138,0.0004,0.0011071,0.000287,0.0007817,0.0004303008,0.0010248766,0.0003319802,0.0008922445,0.0927,0.138184754841653,0.171,0.0933,0.0905,0.10,0.00745,0.022571,0.026,0.00005,0.00891,0.0905,0.0905,0.00426085,0.00685628,0.01033,0.0037,0.015741625,0.009592828,0.00057,0.00049,0.0042,0.0665,0.00136,0.0057,0.0006,0.00032,0.00004,0.00092,,0.00014,0.0018,0.0012,0.00055,0.00036,0.0003,5.383,5.00,4.64,5.53,4.88,7.08
24,0.00114,0.00801,0.000314,0.000592,0.000349,0.000657,0.000503,0.000473,0.000733,0.000733,0.000649,0.00059,0.000265,0.00033,0.000493,0.000596,0.00035,0.00127,0.00029,0.00093,0.00224,0.00277,0.00191,0.0018449,0.00183,0.0019199,0.00191,0.00087,0.00092,0.00182,0.001371,0.000327,0.000591,0.000239,0.000265,0.000493,0.000444,0.000291,0.000624,0.0004213,0.00133,0.0011888,0.001388,0.001298, 0.0004250,0.00241,0.00921,0.000718,0.00641,0.00641,0.000201,0.000289,0.000376,0.003198,0.001949,0.001911,0.000313,0.000671,0.00127,0.00157,0.000616,0.000275,0.000694371,0.000334329,0.0012,0.00025,0.00043,0.00018,0.000284,0.000139,0.001852095742869,0.001818248864503,0.001767060958183,0.001712068163801,0.001733238480727,0.00065072,0.002790665015281,0.001685637784198,0.000609102557693,0.002740748579844,0.001647886476,0.000618170365796,0.002664555036587,0.001606187161324,0.000605331533906,0.002603035410384,0.001573,0.000584,0.002538,0.001531251882339,0.000571349687549,0.002474024570211,0.001496717218532,0.000557929913905,0.002424354770095,0.001466301085209,0.000536650957899,0.002368282235562,0.001435748484897,0.000527371780048,0.002316601390986,0.000398,0.001076,0.0002872,0.0007731,0.0004311444,0.0010403836,0.0003318578,0.000895003,0.0888,0.134186595852106,0.161,0.0914,0.0868,0.10,0.00745,0.022571,0.026,0.00005,0.0091,0.0868,0.0868,0.00428212,0.00689825,0.01022,0.00396,0.015828498,0.009638665,0.000572,0.00052,0.00415,0.062,0.00138,0.0056,0.0007,0.00037,0.00005,0.00096,,0.00018,0.0018,0.0012,0.00058,0.0004,0.00034,5.383,5.276,4.69,5.47,4.81,7.19
25,0.00112,0.00806,0.000331,0.000616,0.000367,0.000686,0.000527,0.000501,0.000768,0.000768,0.000679,0.00062,0.000281,0.000349,0.000515,0.000622,0.00035,0.00127,0.00029,0.00093,0.00226,0.00288,0.00193,0.0018749,0.00186,0.001945,0.00193,0.00089,0.00093,0.00177,0.001382,0.000347,0.000619,0.000253,0.000281,0.000515,0.000464,0.000291,0.000661,0.0004514,0.001345,0.001201,0.001357,0.001299, 0.0004540,0.00244,0.00929,0.000751,0.00624,0.00624,0.000207,0.000292,0.000376,0.003297,0.001953,0.001999,0.000313,0.000711,0.00126,0.00159,0.000669,0.000277,0.000747944,0.00035069,0.00123,0.00027,0.00041,0.00018,0.000297,0.000144,0.001876784001115,0.001840254353869,0.00178557673591,0.001729384976997,0.001725836357662,0.00068272,0.002749872773884,0.001688860656988,0.000633883595528,0.002725196496468,0.00163796239801,0.000647332507808,0.002621549760903,0.001598092835563,0.000632062587405,0.002561725062674,0.001561,0.000611,0.002494,0.001521594931996,0.000596082641963,0.002432317655613,0.001484503189451,0.000579401708278,0.002384454908641,0.001455080963572,0.000558824211744,0.002325314287528,0.001425790402664,0.000549973250631,0.002275465128649,0.0003921,0.0010557,0.0002883,0.0007544,0.0004332122,0.0010472052,0.0003320945,0.0008864633,0.0849,0.130305962402184,0.151,0.0895,0.0831,0.10,0.00745,0.022571,0.026,0.00005,0.0093,0.0831,0.0831,0.0043174,0.00696506,0.01011,0.00395,0.0159217,0.009688103,0.000575,0.00054,0.00412,0.0606,0.00139,0.0055,0.00082,0.00044,0.00006,0.001,,0.00022,0.0018,0.0012,0.00061,0.00043,0.00038,5.411,5.448,4.74,5.44,4.85,7.32
26,0.00111,0.00813,0.000347,0.000639,0.000385,0.000714,0.00055,0.000531,0.000806,0.000806,0.000712,0.00065,0.000298,0.000368,0.000542,0.00065,0.00036,0.00127,0.00029,0.00093,0.00228,0.00299,0.00196,0.0019,0.00189,0.001975,0.00196,0.00091,0.00095,0.00173,0.001402,0.000368,0.00065,0.000268,0.000298,0.000542,0.000488,0.000294,0.000696,0.0004819,0.00136,0.0012132,0.001333,0.0013, 0.0004840,0.00249,0.00939,0.000787,0.0063,0.0063,0.000214,0.000296,0.000378,0.003407,0.001972,0.002096,0.000316,0.000749,0.00125,0.00162,0.000728,0.000284,0.000799128,0.000367407,0.00128,0.00028,0.00039,0.00018,0.000314,0.000149,0.001906823085383,0.001867607489928,0.001809810112763,0.001752178005173,0.001722429280503,0.00071624,0.002714875386513,0.001678635210893,0.000659625805119,0.002682159430856,0.001632493490904,0.000678365127727,0.002585024798422,0.001594030967214,0.000660774254028,0.002526631231348,0.001555,0.00064,0.002457,0.001516044044722,0.000622798702207,0.00239683738535,0.001476708202973,0.000603218383952,0.00235048212241,0.001448037869374,0.000583128940771,0.002288866719842,0.001419660292742,0.000574531030087,0.002240440291482,0.0003997,0.0010491,0.0002895,0.0007373,0.0004374191,0.0010481314,0.0003333132,0.0008697844,0.081,0.126541615620187,0.141,0.0877,0.0795,0.10,0.00745,0.022571,0.026,0.00005,0.00951,0.0795,0.0795,0.00433875,0.00714652,0.01006,0.00396,0.016021692,0.009741423,0.000579,0.00056,0.00409,0.0597,0.0014,0.0054,0.00095,0.00051,0.00007,0.00102,,0.00027,0.0018,0.0012,0.00063,0.00047,0.00043,5.432,5.532,4.81,5.42,4.88,7.15
27,0.00112,0.0082,0.000362,0.000659,0.000403,0.000738,0.000571,0.000563,0.000849,0.000849,0.000749,0.00068,0.000315,0.000387,0.00057,0.000677,0.00037,0.00126,0.0003,0.00092,0.0023,0.00311,0.00199,0.0019199,0.00191,0.0020099,0.00199,0.00092,0.00097,0.00171,0.001413,0.00039,0.000684,0.000284,0.000315,0.00057,0.000513,0.000302,0.000727,0.0005129,0.001375,0.0012254,0.001314,0.001301, 0.0005140,0.00254,0.00948,0.000828,0.00638,0.00638,0.000223,0.000303,0.000382,0.003527,0.001978,0.002204,0.000324,0.000782,0.00126,0.00166,0.000764,0.00029,0.000853815,0.000384921,0.00131,0.00029,0.00037,0.00018,0.000333,0.000154,0.001945033112913,0.001914055441497,0.001842528361269,0.001783300239209,0.001730537932063,0.00075444,0.00269711699991,0.001672826264439,0.000687667129793,0.002645271999987,0.001639566255445,0.000714217564898,0.002566617369461,0.00160128643018,0.000694228510708,0.002508434908213,0.00156,0.000674,0.002438,0.0015216741557,0.000654256914863,0.00237865945156,0.001480839152999,0.000632872285584,0.0023315693052,0.001452039574119,0.000613136085949,0.002269448116627,0.001423484099032,0.000604042687509,0.002221222706052,0.0004128,0.0010373,0.0002978,0.0007298,0.0004445264,0.0010457511,0.0003359096,0.0008498267,0.0769,0.122892381893495,0.132,0.086,0.0757,0.10,0.00745,0.022571,0.026,0.00005,0.00973,0.0757,0.0757,0.00436009,0.00732797,0.01008,0.00399,0.016128969,0.009798932,0.000583,0.00058,0.00407,0.0588,0.00141,0.0053,0.00109,0.00058,0.00008,0.00105,,0.00033,0.0018,0.0012,0.00065,0.00051,0.00049,5.453,5.544,4.93,5.41,4.98,7.59
28,0.00115,0.00826,0.000376,0.000675,0.000419,0.000758,0.000589,0.000598,0.000896,0.000896,0.000791,0.00072,0.000335,0.000405,0.000602,0.000704,0.00039,0.00126,0.00032,0.00092,0.00233,0.00325,0.00203,0.001945,0.00193,0.0020549,0.00203,0.00093,0.001,0.0017,0.001452,0.000414,0.000722,0.000302,0.000335,0.000602,0.000542,0.000314,0.000754,0.0005448,0.00139,0.0012376,0.001302,0.001303, 0.0005460,0.0026,0.00958,0.000873,0.00646,0.00646,0.000235,0.000314,0.000393,0.003661,0.002022,0.002322,0.000338,0.000811,0.0013,0.0017,0.000789,0.0003,0.000912244,0.00040327,0.00133,0.0003,0.00041,0.0002,0.000354,0.00016,0.00199849822198,0.001959873901363,0.001890963043595,0.001829800010623,0.001759147566221,0.00079817,0.002713228209,0.001679485650958,0.000722159200091,0.002626433440194,0.001668407360179,0.000755898734712,0.002583005632462,0.001628403417255,0.000733515561134,0.002523114062568,0.001587,0.000714,0.002452,0.001546850126353,0.000691546392177,0.002393385346743,0.001505510163863,0.000669954614693,0.002342368728958,0.001475273368898,0.000650270079533,0.002282291563229,0.001444938166821,0.000639680591182,0.002232351228201,0.0004337,0.0010233,0.0003144,0.0007258,0.0004551075,0.0010428245,0.0003403258,0.000828435,0.0729,0.119357159070878,0.123,0.0843,0.072,0.10,0.00745,0.022571,0.026,0.00004,0.00996,0.072,0.072,0.00438143,0.00750943,0.01016,0.00405,0.016244061,0.009860957,0.000589,0.0006,0.00405,0.058,0.00144,0.0053,0.00124,0.00066,0.00009,0.00107,,0.00038,0.0018,0.0012,0.00066,0.00055,0.00054,5.509,5.551,5.00,5.42,5.11,7.74
29,0.00118,0.00834,0.000389,0.000687,0.000435,0.000774,0.000605,0.000636,0.000947,0.000947,0.000839,0.00076,0.000356,0.000423,0.000636,0.000731,0.00041,0.00125,0.00033,0.00091,0.00236,0.0034,0.00208,0.001975,0.00196,0.0021049,0.00208,0.00095,0.00104,0.00171,0.001472,0.00044,0.000763,0.00032,0.000356,0.000636,0.000572,0.000331,0.000779,0.000578,0.001405,0.0012498,0.001297,0.001304, 0.0005780,0.00269,0.00971,0.000922,0.00654,0.00654,0.000248,0.00033,0.000412,0.003808,0.002041,0.002452,0.000356,0.000838,0.00136,0.00176,0.000808,0.000313,0.000974671,0.000422493,0.00135,0.00031,0.00043,0.0002,0.000379,0.000167,0.002065413923791,0.002027068438645,0.001953254383737,0.001889891479148,0.001804450423491,0.00084699,0.002756501380403,0.001707930859102,0.000764781616084,0.002642426239214,0.001714730513925,0.000802886652494,0.002627098299669,0.001671670985051,0.00077819122602,0.002564148416715,0.001631,0.000759,0.002494,0.001587946973341,0.000734223573888,0.002434435782287,0.001546850519011,0.000713526261628,0.00237734744348,0.001514200156781,0.000693676611311,0.002320989685216,0.001480975290544,0.000680839341462,0.002267991182062,0.0004563,0.0010371,0.0003336,0.0007177,0.0004695738,0.0010417837,0.0003468454,0.0008091954,0.0691,0.115934922730233,0.114,0.0827,0.0685,0.10,0.00745,0.022571,0.026,0.00004,0.01021,0.0685,0.0685,0.00440277,0.00769089,0.0103,0.00416,0.016367535,0.009927852,0.000596,0.00061,0.00404,0.0573,0.00145,0.0052,0.00142,0.00076,0.00011,0.0011,,0.00045,0.0018,0.0012,0.00067,0.00059,0.00066,5.579,5.556,5.08,5.44,5.25,7.90
30,0.00123,0.00843,0.000402,0.000694,0.00045,0.000784,0.000617,0.000677,0.001004,0.001004,0.000893,0.00081,0.00038,0.000441,0.000674,0.000759,0.00044,0.00126,0.00035,0.00092,0.0024,0.00356,0.00213,0.0020099,0.00199,0.00216,0.00213,0.00097,0.00108,0.00173,0.00152,0.000469,0.000809,0.000342,0.00038,0.000674,0.000607,0.000351,0.000801,0.0006126,0.001424,0.001262,0.0013,0.001306, 0.0006120,0.0028,0.00984,0.000976,0.00664,0.00664,0.000264,0.000354,0.000444,0.003971,0.002099,0.002595,0.000377,0.000862,0.00143,0.00182,0.000824,0.000333,0.001048792,0.000443437,0.00136,0.00033,0.00048,0.00022,0.000407,0.000175,0.00213866031248,0.002085315591466,0.002021403669116,0.001955894444688,0.001856357729309,0.00090239,0.002806366900095,0.001753949904349,0.000814430794719,0.002686229712137,0.001767929129194,0.0008561684942,0.002677847446372,0.001721209629379,0.000828917534025,0.002611106789604,0.001682,0.00081,0.002542,0.001635221529953,0.000782822810223,0.002481567909205,0.001594430681954,0.000763392033078,0.00241714514746,0.001559079659426,0.00074327534775,0.002365582106145,0.001522461427759,0.000728007891729,0.0023090496593,0.0004818,0.0010541,0.000348,0.0007211,0.000488241,0.001044681,0.0003559563,0.0007942939,0.0667,0.112624732522346,0.106,0.0811,0.0656,0.10,0.00745,0.022571,0.026,0.00004,0.01048,0.0656,0.0656,0.00650354,0.00789474,0.01051,0.0043,0.0165,0.01,0.000605,0.00061,0.00405,0.0565,0.00148,0.0052,0.00164,0.00088,0.00013,0.00112,0.0001,0.00053,0.0018,0.0012,0.00068,0.00064,0.00079,5.656,5.562,5.16,5.18,5.41,8.07
31,0.00128,0.00851,0.000414,0.000699,0.000463,0.000789,0.000626,0.000721,0.001067,0.001067,0.000953,0.00086,0.000404,0.00046,0.000717,0.000786,0.00047,0.00127,0.00037,0.00093,0.00245,0.00373,0.00219,0.0020549,0.00203,0.0022199,0.00219,0.001,0.00113,0.00178,0.001568,0.000499,0.00086,0.000364,0.000404,0.000717,0.000645,0.000373,0.000821,0.0006492,0.001473,0.0012759,0.00131,0.001315, 0.0006480,0.00293,0.00998,0.001036,0.00675,0.00675,0.000307,0.000403,0.000499,0.004151,0.002157,0.002753,0.000401,0.000883,0.00151,0.00189,0.000834,0.000357,0.001120564,0.000464575,0.00138,0.00035,0.00054,0.00024,0.000438,0.000186,0.002219271340314,0.00217324589943,0.002092940169707,0.002025379455851,0.001908364438727,0.0009617,0.00285284150227,0.001806985711893,0.000870976838438,0.002736821688365,0.001820631476489,0.000913164316177,0.002724723256997,0.001770854608167,0.000883503267769,0.002654770521222,0.001732,0.000865,0.002586,0.00168272093265,0.000835254035662,0.002525526295759,0.001642104370945,0.000816566021837,0.002454885901234,0.001604271378093,0.000796288669274,0.002407244071269,0.001564754802605,0.000778700942369,0.002347814031764,0.0005078,0.0010763,0.0003575,0.0007342,0.0005112644,0.0010533364,0.0003676504,0.0007858324,0.0652,0.109425738633837,0.10,0.0796,0.064,0.095,0.00745,0.022571,0.026,0.00004,0.01077,0.064,0.064,0.00665865,0.00807671,0.01076,0.00449,0.016642111,0.010077813,0.000615,0.00062,0.00406,0.0558,0.0015,0.0052,0.00181,0.00098,0.00015,0.00115,0.0003,0.00062,0.00182,0.00121,0.00069,0.00068,0.00085,5.751,5.569,5.26,5.53,5.61,8.21
